Name_lang,Description_lang,Pos[0],Pos[1],ContinentID,AreaName_lang
Draenei Ruins,Horde Controlled,2302.85,1388.07,566,Eye of the Storm
Draenei Ruins,In Conflict,2302.84,1388.07,566,Eye of the Storm
Draenei Ruins,In Conflict,2302.85,1388.07,566,Eye of the Storm
Mage Tower,In Conflict,2284.6963,1731.4202,566,Eye of the Storm
Mage Tower,In Conflict,2284.8489,1731.5087,566,Eye of the Storm
Fel Reaver Ruins,In Conflict,2026.35,1749.76,566,Eye of the Storm
Fel Reaver Ruins,In Conflict,2026.34,1749.76,566,Eye of the Storm
Blood Elf Tower,In Conflict,2048.2048,1393.2795,566,Eye of the Storm
Blood Elf Tower,In Conflict,2048.0347,1393.9445,566,Eye of the Storm
Shattrath City,,-1863.83,5429.83,530,Shattrath City
Netherstorm Flag,Not Controlled,2174.5,1569.48,566,Eye of the Storm
Wyvern Camp,Uncontrolled,-1817.41,8038.24,530,Nagrand
Wyvern Camp,Uncontrolled,-1512.78,8135.72,530,Nagrand
Wyvern Camp,Uncontrolled,-1387.29,7781.21,530,Nagrand
Wyvern Camp,Uncontrolled,-1656.66,7733.23,530,Nagrand
"Falconwing Square, Paladin Trainer",,9516.0,-6871.03,530,Falconwing Square
Shalandris Isle,,7704.54,-5690.85,530,Shalandis Isle
An'owyn,,6822.26,-7202.79,530,An'owyn
Golden Strand,,9050.31,-5844.63,530,Golden Strand
The Dead Scar,,9146.88,-6966.3,530,The Dead Scar
Thuron's Livery,,9263.48,-7495.62,530,Thuron's Livery
Duskwither Spire,,9335.37,-7884.4,530,Duskwither Spire
Golden Strand,,8732.59,-5701.58,530,Golden Strand
The Dead Scar,,8433.61,-7008.6,530,The Dead Scar
Coilfang Reservoir,,567.344,6943.26,530,Coilfang Reservoir
Serpent Lake,,546.771,7214.29,530,Serpent Lake
Serpent Lake,,574.777,6613.34,530,Serpent Lake
Umbrafen Lake,,-325.616,5702.5,530,Umbrafen Lake
Umbrafen Lake,,-712.157,5700.55,530,Umbrafen Lake
Toshley's Station,,1917.5,5566.59,530,Toshley's Station
Zabra'jin,,256.993,7853.89,530,Zabra'jin
Sporeggar,,233.297,8498.02,530,Sporeggar
Orebor Harborage,,999.593,7369.97,530,Orebor Harborage
Telredor,,281.781,6042.78,530,Telredor
Cenarion Refuge,,-237.101,5519.13,530,Cenarion Refuge
Swamprat Post,,103.671,5204.96,530,Swamprat Post
Garadar,,-1322.49,7214.32,530,Garadar
Telaar,,-2657.54,7282.29,530,Telaar
Sylvanaar,,2057.07,6845.29,530,Sylvanaar
Evergrove,,2990.17,5470.22,530,Evergrove
Temple of Telhamat,,143.138,4333.41,530,Temple of Telhamat
The Stormspire,,4119.72,2995.7,530,The Stormspire
Area 52,,3031.08,3687.24,530,Area 52
Cosmowrench,,2964.62,1789.14,530,Cosmowrench
Stonebreaker Hold,,-2643.03,4416.87,530,Stonebreaker Hold
Allerian Stronghold,,-2958.41,3971.65,530,Allerian Stronghold
Shadowmoon Village,,-3022.78,2582.05,530,Shadowmoon Village
Wildhammer Stronghold,,-3995.69,2186.96,530,Wildhammer Stronghold
Sanctum of the Stars,,-4099.49,1117.34,530,Sanctum of the Stars
Altar of Sha'tar,,-3042.85,804.584,530,Altar of Sha'tar
Ogri'la,,2329.84,7297.04,530,Ogri'la
Mudsprocket,,-4590.83,-3182.5,1,Mudsprocket
Westguard Keep,,1386.61,-3247.23,571,Westguard Keep
Kamagua,,767.473,-2904.19,571,Kamagua
Valgarde,,616.887,-5007.05,571,Valgarde
Vengeance Landing,,1923.22,-6160.07,571,Vengeance Landing
New Agamand,,407.822,-4599.75,571,New Agamand
Fort Wildervar,,2448.53,-5114.01,571,Fort Wildervar
Camp Winterhoof,,2666.23,-4362.25,571,
Sun's Reach Sanctum,Held by the enemy,12787.3,-6885.54,530,Isle of Quel'Danas
Sun's Reach Sanctum,Shattered Sun Offensive,12787.4,-6885.6,530,Isle of Quel'Danas
Sun's Reach Armory,Held by the enemy,12683.2,-6957.78,530,Isle of Quel'Danas
Sun's Reach Armory,Shattered Sun Offensive,12683.3,-6957.8,530,Isle of Quel'Danas
Sun's Reach Harbor,Held by the enemy,12825.6,-7015.24,530,Isle of Quel'Danas
Sun's Reach Harbor,Shattered Sun Offensive,12825.7,-7015.17,530,Isle of Quel'Danas
Town Hall,Town Hall,2355.44,1195.52,595,The Culling of Stratholme
Elder's Square Gate,Elder's Square Gate,2279.17,1138.86,595,The Culling of Stratholme
Festival Lane Gate,Festival Lane Gate,2184.28,1236.69,595,The Culling of Stratholme
Market Row Gate,Market Row Gate,2225.75,1331.91,595,The Culling of Stratholme
King's Square Fountain,King's Square Fountain,2122.57,1354.61,595,The Culling of Stratholme
Stormwind Harbor,Harbor Entrance,-8573.47,990.095,0,7th Legion Front
Gate of the Purple Amethyst,,1216.33,79.1829,607,Strand of the Ancients
Gate of the Red Sun,,1232.38,-210.044,607,Strand of the Ancients
Gate of the Blue Sapphire,,1433.07,-216.331,607,Strand of the Ancients
Gate of the Green Emerald,,1414.54,104.746,607,Strand of the Ancients
The Frostbreaker,Alliance Offense,1571.42,87.6971,607,Strand of the Ancients
The Graceful Maiden,Alliance Offense,1570.41,-145.681,607,Strand of the Ancients
The Blightbringer,Horde Offense,1571.34,-143.83,607,Strand of the Ancients
The Casket Carrier,Horde Offense,1571.31,87.2816,607,Strand of the Ancients
Horde Defense,,794.829,-108.578,607,Strand of the Ancients
Alliance Defense,,794.854,-108.89,607,Strand of the Ancients
East Graveyard,Horde Controlled,1338.26,-155.265,607,Strand of the Ancients
East Graveyard,Alliance Controlled,1338.91,-155.733,607,Strand of the Ancients
West Graveyard,Alliance Controlled,1308.6,8.67329,607,Strand of the Ancients
South Graveyard,Horde Controlled,1220.74,-70.5094,607,Strand of the Ancients
South Graveyard,Alliance Controlled,1220.39,-70.6197,607,Strand of the Ancients
Gate of the Yellow Moon,,1058.72,-107.526,607,Strand of the Ancients
Death's Rise,,7424.22,4187.86,571,Death's Rise
The Shadow Vault,,8428.89,2707.51,571,The Shadow Vault
Shadowsight Tower,,4556.98,3623.77,571,Wintergrasp
Winter's Edge Tower,,4397.97,2822.6,571,Wintergrasp
Flamewatch Tower,,4458.95,1944.13,571,Wintergrasp
Wintergrasp Fortress Tower (SW),,5161.26,2934.32,571,Wintergrasp
Wintergrasp Fortress Tower (SE),,5164.64,2747.98,571,Wintergrasp
Wintergrasp Fortress Tower (NE),,5279.47,2632.11,571,Wintergrasp
Wintergrasp Fortress Tower (NW),,5280.07,3046.51,571,Wintergrasp
Fortress Vehicle Workshop (E),,5389.97,2712.18,571,Wintergrasp
Fortress Vehicle Workshop (W),,5390.88,2979.48,571,Wintergrasp
Eastspark Vehicle Workshop,,4360.35,2352.27,571,Wintergrasp
Westspark Vehicle Workshop,,4355.01,3308.44,571,Wintergrasp
Broken Temple Vehicle Workshop,,4961.23,3384.18,571,Wintergrasp
Sunken Ring Vehicle Workshop,,4942.8193,2390.4307,571,Wintergrasp
PvP Activity Detected,,5048.52,2847.42,571,Wintergrasp
PvP Activity Detected,,4484.44,2826.67,571,Wintergrasp
PvP Activity Detected,,4763.67,2881.21,571,Wintergrasp
PvP Activity Detected,,5052.91,3192.65,571,Wintergrasp
PvP Activity Detected,,4812.1,3304.64,571,Wintergrasp
PvP Activity Detected,,4730.25,2414.65,571,Wintergrasp
PvP Activity Detected,,5018.89,2578.16,571,Wintergrasp
PvP Activity Detected,,4493.03,3337.28,571,Wintergrasp
PvP Activity Detected,,4497.72,2326.91,571,Wintergrasp
PvP Activity Detected,,5010.88,2701.46,571,Wintergrasp
PvP Activity Detected,,4821.56,2618.59,571,Wintergrasp
PvP Activity Detected,,4450.37,2529.12,571,Wintergrasp
PvP Activity Detected,,4516.68,2087.62,571,Wintergrasp
PvP Activity Detected,,4774.63,2045.92,571,Wintergrasp
PvP Activity Detected,,4402.92,3090.83,571,Wintergrasp
PvP Activity Detected,,4789.57,3074.77,571,Wintergrasp
PvP Activity Detected,,5046.72,3024.94,571,Wintergrasp
PvP Activity Detected,,4400.1,3479.49,571,Wintergrasp
PvP Activity Detected,,4558.4,3490.13,571,Wintergrasp
PvP Activity Detected,,4837.71,3456.31,571,Wintergrasp
PvP Activity Detected,,5085.96,3437.93,571,Wintergrasp
Wintergrasp Fortress Wall,,5372.89,3047.3,571,Wintergrasp
Wintergrasp Fortress Wall,,5331.85,3046.55,571,Wintergrasp
Wintergrasp Fortress Wall,,5280.8,2995.93,571,Wintergrasp
Wintergrasp Fortress Wall,,5279.13,2954.81,571,Wintergrasp
Wintergrasp Fortress Wall,,5255.6,2934.08,571,Wintergrasp
Wintergrasp Fortress Wall,,5216.08,2933.99,571,Wintergrasp
Wintergrasp Fortress Wall,,5162.25,2882.84,571,Wintergrasp
Wintergrasp Fortress Gate,,5162.54,2841.25,571,Wintergrasp
Wintergrasp Fortress Wall,,5163.71,2798.72,571,Wintergrasp
Wintergrasp Fortress Wall,,5215.36,2747.99,571,Wintergrasp
Wintergrasp Fortress Wall,,5256.52,2747.55,571,Wintergrasp
Wintergrasp Fortress Wall,,5279.76,2725.12,571,Wintergrasp
Wintergrasp Fortress Wall,,5279.45,2683.91,571,Wintergrasp
Wintergrasp Fortress Wall,,5330.66,2630.69,571,Wintergrasp
Wintergrasp Fortress Wall,,5372.93,2630.77,571,Wintergrasp
Wintergrasp Fortress Wall,,5386.46,2909.89,571,Wintergrasp
Wintergrasp Fortress Wall,,5343.39,2909.19,571,Wintergrasp
Wintergrasp Fortress Wall,,5300.49,2909.33,571,Wintergrasp
Wintergrasp Fortress Wall,,5279.34,2883.16,571,Wintergrasp
Wintergrasp Fortress Wall,,5280.86,2840.4,571,Wintergrasp
Wintergrasp Fortress Wall,,5280.32,2798.61,571,Wintergrasp
Wintergrasp Fortress Wall,,5302.01,2771.67,571,Wintergrasp
Wintergrasp Fortress Wall,,5343.66,2771.01,571,Wintergrasp
Wintergrasp Fortress Wall,,5384.4,2772.53,571,Wintergrasp
Wintergrasp Fortress,,5394.58,2841.49,571,Wintergrasp
PvP Activity Detected,,5217.2,2842.45,571,Wintergrasp
PvP Activity Detected,,5214.84,3011.21,571,Wintergrasp
PvP Activity Detected,,5213.37,2684.88,571,7th Legion Front
PvP Activity Detected,,5339.85,2700.9,571,Wintergrasp
PvP Activity Detected,,5338.95,2841.39,571,Wintergrasp
PvP Activity Detected,,5336.29,2978.43,571,Wintergrasp
PvP Activity Detected,,4481.82,1993.34,571,Wintergrasp
PvP Activity Detected,,4403.42,2349.1,571,Wintergrasp
PvP Activity Detected,,4446.22,2820.74,571,Wintergrasp
PvP Activity Detected,,4530.66,3584.57,571,Wintergrasp
PvP Activity Detected,,4394.79,3294.74,571,Wintergrasp
PvP Activity Detected,,4946.42,3331.67,571,Wintergrasp
PvP Activity Detected,,4932.31,2440.47,571,Wintergrasp
PvP Activity Detected,,4860.4,2023.33,571,Wintergrasp
PvP Activity Detected,,4310.33,1810.36,571,Wintergrasp
PvP Activity Detected,,4489.01,4028.89,571,Wintergrasp
PvP Activity Detected,,4696.33,3806.99,571,Wintergrasp
Wintergrasp,Control of Wintergrasp,5121.38,2845.14,571,Wintergrasp
Sunken Ring Graveyard,,5105.61,2300.68,571,Wintergrasp
Broken Temple Graveyard,,5102.12,3463.95,571,Wintergrasp
Fortress Graveyard,,5538.38,2894.84,571,Wintergrasp
Southwest Graveyard,,4336.28,3234.63,571,Wintergrasp
Southeast Graveyard,,4318.94,2408.0,571,Wintergrasp
Chamber of Ancient Relics,,881.703,-108.355,607,Strand of the Ancients
Wyrmrest Temple,,3546.8,273.257,571,Wyrmrest Temple
Venomspite,,3240.58,-692.569,571,Venomspite
Stars' Rest,,3495.58,1993.21,571,Stars' Rest
Agmar's Hammer,,3830.9,1580.96,571,Agmar's Hammer
Moa'ki Harbor,,2780.97,878.934,571,Moa'ki Harbor
Valiance Keep,,2279.52,5248.36,571,Valiance Keep
Warsong Hold,,2837.43,6186.49,571,Warsong Hold
Unu'pe,,3013.88,4103.26,571,Unu'pe
Taunka'le Village,,3445.23,4111.0,571,Taunka'le Village
Fizzcrank Airstrip,,4158.73,5281.77,571,Fizzcrank Airstrip
Bor'gorok Outpost,,4497.92,5727.56,571,Bor'gorok Outpost
Wintergarde Keep,,3780.27,-734.763,571,Wintergarde Keep
Conquest Hold,,3250.52,-2252.59,571,Conquest Hold
Amberpine Lodge,,3415.69,-2788.0,571,Amberpine Lodge
Camp Oneqwah,,3855.81,-4524.73,571,Camp Oneqwah
Westfall Brigade Encampment,,4554.15,-4213.86,571,Westfall Brigade Encampment
The Argent Stand,,5450.08,-2575.08,571,The Argent Stand
Zim'Torga,,5764.67,-3563.47,571,Zim'Torga
Nesingwary Base Camp,,5565.21,5757.52,571,Nesingwary Base Camp
Dalaran,,5805.22,639.992,571,Dalaran
Camp Tunka'lo,,7795.98,-2885.31,571,Camp Tunka'lo
Brunnhildar Village,,6953.43,-1653.6,571,Brunnhildar Village
K3,,6124.23,-1061.87,571,K3
Frosthold,,6680.32,-231.676,571,Frosthold
Grom'arsh Crash-Site,,7857.19,-749.898,571,Grom'arsh Crash-Site
Crusaders' Pinnacle,,6410.24,441.831,571,Crusaders' Pinnacle
West Graveyard,Horde Controlled,1309.0,8.65516,607,Strand of the Ancients
Tower of Life,Provides power to Freya's Ward,-223.332,-299.08,603,Ulduar
Tower of Flames,Provides power to Mimiron's Inferno,-79.7775,89.057,603,Ulduar
Tower of Frost,Provides power to Hodir's Fury,82.2553,-392.476,603,Ulduar
Tower of Storms,Provides power to Thorim's Hammer,341.266,317.85,603,Ulduar
Workshop,Alliance Controlled,772.7344,-805.5174,628,Isle of Conquest
Workshop,Horde Controlled,772.7344,-805.5174,628,Isle of Conquest
Workshop,In Conflict,772.7344,-805.5174,628,Isle of Conquest
Workshop,In Conflict,772.7344,-805.5174,628,Isle of Conquest
Workshop,Uncontrolled,772.7344,-805.5174,628,Isle of Conquest
Hangar,Alliance Controlled,690.2934,-1125.382,628,Isle of Conquest
Hangar,Horde Controlled,690.2882,-1125.3959,628,Isle of Conquest
Hangar,In Conflict,690.2674,-1125.3716,628,Isle of Conquest
Hangar,In Conflict,690.30206,-1125.3889,628,Isle of Conquest
Hangar,Uncontrolled,690.29517,-1125.4045,628,Isle of Conquest
Docks,In Conflict,796.9948,-379.9479,628,Isle of Conquest
Docks,Horde Controlled,797.0018,-379.91495,628,Isle of Conquest
Docks,Alliance Controlled,797.00696,-379.908,628,Isle of Conquest
Docks,In Conflict,796.9983,-379.91147,628,Isle of Conquest
Docks,Uncontrolled,796.9965,-379.9375,628,Isle of Conquest
Quarry,Uncontrolled,225.0382,-1188.757,628,Isle of Conquest
Quarry,Alliance Controlled,225.0382,-1188.757,628,Isle of Conquest
Quarry,Horde Controlled,225.0382,-1188.757,628,Isle of Conquest
Quarry,In Conflict,225.0382,-1188.757,628,Isle of Conquest
Quarry,In Conflict,225.0382,-1188.757,628,Isle of Conquest
Refinery,Horde Controlled,1267.118,-396.06946,628,Isle of Conquest
Refinery,Alliance Controlled,1267.118,-396.06946,628,Isle of Conquest
Refinery,In Conflict,1267.118,-396.06946,628,Isle of Conquest
Refinery,In Conflict,1267.118,-396.06946,628,Isle of Conquest
Refinery,Uncontrolled,1267.118,-396.06946,628,Isle of Conquest
Horde Gate,Front Gate,1151.1892,-762.52606,628,Isle of Conquest
Horde Gate,Destroyed,1151.1892,-762.52606,628,Isle of Conquest
Horde Gate,East Gate,1218.5851,-850.99304,628,Isle of Conquest
Horde Gate,Destroyed,1218.6302,-851.1024,628,Isle of Conquest
Horde Gate,West Gate,1218.0781,-677.0816,628,Isle of Conquest
Horde Gate,Destroyed,1218.0521,-677.1215,628,Isle of Conquest
Alliance Gate,East Gate,352.00348,-901.0434,628,Isle of Conquest
Alliance Gate,Destroyed,411.3854,-833.7969,628,Isle of Conquest
Alliance Gate,Destroyed,352.00348,-901.0434,628,Isle of Conquest
Alliance Gate,West Gate,351.6684,-764.71704,628,Isle of Conquest
Alliance Gate,Destroyed,351.6684,-764.71704,628,Isle of Conquest
Alliance Gate,Front Gate,411.3854,-833.7969,628,Isle of Conquest
Alliance Keep,Uncontrolled,347.7604,-831.559,628,Isle of Conquest
Alliance Keep,Alliance Controlled,347.7604,-831.559,628,Isle of Conquest
Alliance Keep,In Conflict,347.7604,-831.559,628,Isle of Conquest
Alliance Keep,In Conflict,347.7604,-831.559,628,Isle of Conquest
Alliance Keep,Horde Controlled,347.7604,-831.559,628,Isle of Conquest
Horde Keep,Horde Controlled,1212.8923,-765.4184,628,Isle of Conquest
Horde Keep,Alliance Controlled,1212.8923,-765.4184,628,Isle of Conquest
Horde Keep,In Conflict,1212.8923,-765.4184,628,Isle of Conquest
Horde Keep,In Conflict,1212.8923,-765.4184,628,Isle of Conquest
Horde Keep,Uncontrolled,1212.8923,-765.4184,628,Isle of Conquest
Stoneward Prison,Alliance Controlled,1978.74,829.606,728,Eye of the Storm
Stoneward Prison,In Conflict,1978.94,829.552,728,Eye of the Storm
Stoneward Prison,In Conflict,1978.88,829.538,728,Eye of the Storm
Stoneward Prison,Horde Controlled,1979.11,830.01,728,Eye of the Storm
Stoneward Prison,Uncontrolled,1976.22,828.076,728,Eye of the Storm
Mines,,1249.625,958.7483,761,The Battle for Gilneas
Waterworks,,980.462,948.932,761,The Battle for Gilneas
Lighthouse,,1057.2882,1278.1736,761,The Battle for Gilneas
Trade District,,-8839.79,614.043,0,Stormwind City
Old Town,,-8722.51,417.172,0,Stormwind City
The Dwarven District,,-8444.19,595.262,0,Stormwind City
Cathedral Square,,-8635.6,795.168,0,Stormwind City
Lion's Rest,,-8756.01,1106.16,0,Stormwind City
The Mage Quarter,,-8979.6,874.806,0,Stormwind City
Stormwind Harbor,,-8503.96,1011.85,0,Stormwind City
Elder Rise,,-1072.98,-281.852,1,Thunder Bluff
Hunter Rise,,-1457.86,-88.8611,1,Thunder Bluff
Spirit Rise,,-974.498,283.786,1,Thunder Bluff
Pools of Vision,,-1058.27,194.363,1,Thunder Bluff
Thunder Bluff,,-1197.69,30.8854,1,Thunder Bluff
Ironclad Garrison,Alliance Controlled,-914.184,979.191,732,Tol Barad
Ironclad Garrison,Horde Controlled,-914.184,979.191,732,Tol Barad
Ironclad Garrison,In Conflict,-914.184,979.191,732,Tol Barad
Ironclad Garrison,In Conflict,-914.184,979.191,732,Tol Barad
Warden's Vigil,Alliance Controlled,-1496.24,1312.83,732,Tol Barad
Warden's Vigil,Horde Controlled,-1496.24,1312.83,732,Tol Barad
Warden's Vigil,In Conflict,-1496.24,1312.83,732,Tol Barad
Warden's Vigil,In Conflict,-1496.24,1312.83,732,Tol Barad
Slagworks,Alliance Controlled,-1436.89,685.561,732,Tol Barad
Slagworks,Horde Controlled,-1436.89,685.561,732,Tol Barad
Slagworks,In Conflict,-1436.89,685.561,732,Tol Barad
Slagworks,In Conflict,-1436.89,685.561,732,Tol Barad
West Spire,Alliance Controlled,-950.056,1469.46,732,Tol Barad
West Spire,Horde Controlled,-950.056,1469.46,732,Tol Barad
West Spire,"Horde Controlled, Damaged",-950.056,1469.46,732,Tol Barad
West Spire,"Alliance Controlled, Damaged",-950.056,1469.46,732,Tol Barad
West Spire,Damaged,-950.056,1469.46,732,Tol Barad
West Spire,Destroyed,-950.056,1469.46,732,Tol Barad
West Spire,Uncontrolled,-950.056,1469.46,732,Tol Barad
East Spire,Uncontrolled,-1012.88,530.448,732,Tol Barad
East Spire,Destroyed,-1012.88,530.448,732,Tol Barad
East Spire,Damaged,-1012.88,530.448,732,Tol Barad
East Spire,Alliance Controlled,-1012.88,530.448,732,Tol Barad
East Spire,"Alliance Controlled, Damaged",-1012.88,530.448,732,Tol Barad
East Spire,Horde Controlled,-1012.88,530.448,732,Tol Barad
East Spire,"Horde Controlled, Damaged",-1012.88,530.448,732,Tol Barad
South Spire,Uncontrolled,-1618.03,953.585,732,Tol Barad
South Spire,Damaged,-1618.03,953.585,732,Tol Barad
South Spire,Destroyed,-1618.03,953.585,732,Tol Barad
South Spire,Alliance Controlled,-1618.03,953.585,732,Tol Barad
South Spire,"Alliance Controlled, Damaged",-1618.03,953.585,732,Tol Barad
South Spire,Horde Controlled,-1618.03,953.585,732,Tol Barad
South Spire,"Horde Controlled, Damaged",-1618.03,953.585,732,Tol Barad
Hall of Explorers,,-4703.6,-1217.26,0,Ironforge
Mystic Ward,,-4645.04,-944.885,0,Ironforge
The Commons,,-4930.1,-943.351,0,Ironforge
The Forlorn Cavern,,-4639.32,-1098.48,0,Ironforge
The Great Forge,,-4818.28,-1090.15,0,Ironforge
The Military Ward,,-4983.07,-1220.4,0,Ironforge
The Cleft of Shadow,,1773.42,-4336.81,1,Orgrimmar
The Drag,,1841.67,-4519.81,1,Orgrimmar
Baradin Hold,Alliance Controlled,-1292.11,980.354,732,Tol Barad
Baradin Hold,Horde Controlled,-1292.11,980.354,732,Tol Barad
The Goblim Slums,,1581.96,-4204.51,1,Orgrimmar
New Kargath,,-6764.0103,-2433.2847,0,Badlands
Dragon's Mouth,,-7011.733,-2554.184,0,Badlands
Fuselight,,-6615.3384,-3892.4758,0,Badlands
Nethergarde Keep,,-10994.636,-3435.7952,0,Blasted Lands
Dreadmaul Hold,,-10930.781,-2728.7883,0,Blasted Lands
Surwich,,-12706.021,-2873.4307,0,Blasted Lands
Light's Hope Chapel,,2302.9758,-5341.2954,0,Eastern Plaguelands
Eastvale Logging Camp,,-9478.264,-1290.3802,0,Elwynn Forest
Farstrider Lodge,,-5656.009,-4274.7485,0,Loch Modan
Fort Livingston,,-12836.271,-425.6736,0,Northern Stranglethorn
Iron Summit,,-7095.238,-1202.0521,0,Searing Gorge
Forsaken Rear Guard,,1065.5104,1559.382,0,Silverpine Forest
Bogpaddle,,-9767.96,-3912.948,0,Swamp of Sorrows
The Harborage,,-10110.455,-2804.2605,0,Swamp of Sorrows
Hardwrench Hideaway,,-13272.816,728.36633,0,Northern Stranglethorn
Hiri'watha Research Station,,-25.463541,-2815.5,0,The Hinterlands
Stormfeather Outpost,,340.6684,-4128.1284,0,The Hinterlands
The Bulwark,,1712.1754,-751.52954,0,Tirisfal Glades
Dragonmaw Port,,-4013.1458,-6417.5728,0,Twilight Highlands
Highbank,,-4812.7085,-6678.2915,0,Twilight Highlands
Firebeard's Patrol,,-4186.21,-5608.1616,0,Twilight Highlands
Bloodgulch,,-3663.5278,-5303.932,0,Twilight Highlands
The Krazzworks,,-2743.804,-6410.026,0,Twilight Highlands
Kirthaven,,-2769.2258,-5333.9443,0,Twilight Highlands
Thundermar,,-3201.3176,-5029.646,0,Twilight Highlands
Victor's Point,,-4194.932,-4724.7446,0,Twilight Highlands
Crushblow,,-4840.4946,-4821.4985,0,Twilight Highlands
Deepmist Grotto,,-5132.0415,3282.9062,0,Vashj'ir
Silver Tide Hollow,,-6116.9775,4294.889,0,Vashj'ir
Tranquil Wash,,-6608.521,4285.433,0,Vashj'ir
Legion's Rest,,-6778.962,4193.5254,0,Vashj'ir
Darkbreak Cove,,-6876.415,6009.471,0,Vashj'ir
Tenebrous Cavern,,-6549.0312,6126.4087,0,Vashj'ir
Andorhal,,1537.4791,-1596.3403,0,Western Plaguelands
Swiftgear Station,,-2871.9949,-1493.7709,0,Wetlands
Greenwarden's Grove,,-3280.6667,-2752.481,0,Wetlands
Keel Harbor,,-1380.6892,2126.2847,0,Gilneas
Hellscream's Watch,,3015.7708,-514.8507,1,Ashenvale
Bilgewater Harbor,,3511.2004,-6549.8384,1,Azshara
Lor'danel,,7415.803,-272.47397,1,Darkshore
Karnum's Glade,,-977.8316,1640.6875,1,Desolace
Whisperwind Grove,,6089.463,-871.80206,1,Felwood
Talonbranch Glade,,6197.8647,-1931.3473,1,Felwood
Camp Ataya,,-3077.5295,2573.9878,1,Feralas
Stonemaul Hold,,-4573.4395,1832.9601,1,Feralas
Dreamer's Rest,,-3168.9688,1909.2726,1,Feralas
Nordrassil,,5523.9375,-3609.8665,1,Mount Hyjal
Grove of Aessina,,5136.8335,-1755.382,1,Mount Hyjal
Shrine of Aviana,,4919.508,-2727.566,1,Mount Hyjal
Nozzlepot's Outpost,,1169.868,-3390.9758,1,Northern Barrens
Hunter's Hill,,-789.2674,-1568.9861,1,Southern Barrens
Honor's Stand,,-442.16495,-1475.0798,1,Southern Barrens
Northwatch Hold,,-2171.9097,-3632.0435,1,Southern Barrens
Desolation Hold,,-3253.8247,-1725.4375,1,Southern Barrens
Fort Triumph,,-3146.6494,-2280.6233,1,Southern Barrens
Krom'gar Fortress,,902.5382,3.7708333,1,Stonetalon Mountains
Windshear Hold,,1202.0035,443.18402,1,Stonetalon Mountains
Farwatcher's Glen,,1025.5192,2003.1163,1,Stonetalon Mountains
Thal'darah Overlook,,2127.559,1592.0452,1,Stonetalon Mountains
Bootlegger Outpost,,-8670.891,-4065.6284,1,Tanaris
Fizzle and Pozzik's Speedbarge,,-6126.9097,-3852.3403,1,Thousand Needles
Ramkahen,,-9440.91,-958.63544,1,Uldum
Oasis of Vir'sar,,-8340.511,788.28644,1,Uldum
Schnottz's Landing,,-10676.896,1052.0955,1,Uldum
Marshal's Stand,,-7504.5645,-1503.8785,1,Un'Goro Crater
Chiselgrip,,-7924.009,-1918.4254,0,Burning Steppes
Smuggler's Scar,,-4635.432,3535.1675,0,Kelp'thar Forest
Blood Elf Tower,,2048.4219,1394.0469,968,Eye of the Storm
Fel Reaver Ruins,,2043.8298,1730.0278,968,Eye of the Storm
Mage Tower,,2284.9028,1731.5399,968,Eye of the Storm
Draenei Ruins,,2286.5676,1402.5035,968,Eye of the Storm
Darkmoon Faire,,-9548.009,90.97396,0,Elwynn Forest
Darkmoon Faire,,-1524.8507,176.76216,1,Mulgore
Portal 1,CoT Well of Eternity - Portal 1,3289.2205,-4993.1997,939,Courtyard of Lights
Portal 2,CoT Well of Eternity - Portal 2,3452.3125,-4880.193,939,Courtyard of Lights
Portal 3,CoT Well of Eternity - Portal 3,3478.842,-4851.0156,939,Courtyard of Lights
Power Orb,Uncontrolled,1716.89,1249.9,998,
Power Orb,Uncontrolled,1850.26,1416.84,998,
Power Orb,Uncontrolled,1850.24,1250.28,998,
Power Orb,Uncontrolled,1716.79,1416.74,998,
Temple of the White Tiger,,3821.9062,537.47394,870,Kun-Lai Summit
Eye of the Storm Flag,Not Controlled,2174.4497,1569.4983,968,Eye of the Storm
Klaxxi'vess Alchemy,,156.88368,3162.639,870,Klaxxi'vess
Seat of Knowledge Archaeology,,1421.0555,364.27432,870,Seat of Knowledge
Setting Sun Garrison Blacksmith,,726.54865,1928.2812,870,Setting Sun Garrison
Halfhill Cooking,,-256.1441,611.6059,870,The Halfhill Market
Dawn's Blossom Enchanting,,1656.757,-1817.5156,870,Dawn's Blossom
Nesingwary's Safari Engineering,,-1079.4827,2048.7065,870,Nesingwary's Safari
Nesingwary's Safari Skinning,,-1078.0973,2054.2673,870,Nesingwary Safari
Anglers Wharf Fishing,,-1469.7344,-261.86807,870,Anglers Wharf
Seat of Knowledge Inscription,,1464.6736,406.39062,870,Seat of Knowledge
Greenstone Village Jewelcrafting,,2025.5712,-1905.2101,870,Greenstone Village
Greenstone Quarry Mining,,2283.7153,-1764.8073,870,Greenstone Quarry
Silken Fields Tailoring,,-466.42883,219.73264,870,Silken Fields
The Grummle Bazaar Leatherworking,,3079.2935,793.36456,870,The Grummle Bazaar
Serpent's Spine Alliance Conquest Quartermasters,,200.55556,2203.1355,870,Serpent's Spine
Gate of the Setting Sun Honor Quartermaster,,894.033,2324.6545,870,Gate of the Setting Sun
Valor & Justice Quartermaster,,2084.592,4903.283,870,Niuzao Temple
Niuzao Temple Justice Quartermaster,,2083.9705,4900.0176,870,Niuzao Temple
