Name_lang,Description_lang,Pos[0],Pos[1],ContinentID,MapName_lang,AreaName_lang,Origin
Workshop,Horde Controlled,772.7344,-805.5174,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Workshop,In Conflict,772.7344,-805.5174,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Workshop,In Conflict,772.7344,-805.5174,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Workshop,Uncontrolled,772.7344,-805.5174,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Hangar,Alliance Controlled,690.2934,-1125.382,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Hangar,Horde Controlled,690.2882,-1125.3959,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Hangar,In Conflict,690.2674,-1125.3716,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Hangar,In Conflict,690.30206,-1125.3889,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Hangar,Uncontrolled,690.29517,-1125.4045,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Docks,In Conflict,796.9948,-379.9479,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Docks,Horde Controlled,797.0018,-379.91495,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Docks,Alliance Controlled,797.00696,-379.908,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Docks,In Conflict,796.9983,-379.91147,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Docks,Uncontrolled,796.9965,-379.9375,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Quarry,Uncontrolled,225.0382,-1188.757,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Quarry,Alliance Controlled,225.0382,-1188.757,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Quarry,Horde Controlled,225.0382,-1188.757,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Quarry,In Conflict,225.0382,-1188.757,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Quarry,In Conflict,225.0382,-1188.757,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Refinery,Horde Controlled,1267.118,-396.06946,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Refinery,Alliance Controlled,1267.118,-396.06946,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Refinery,In Conflict,1267.118,-396.06946,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Refinery,In Conflict,1267.118,-396.06946,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Refinery,Uncontrolled,1267.118,-396.06946,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Gate,Front Gate,1151.1892,-762.52606,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Gate,Destroyed,1151.1892,-762.52606,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Gate,East Gate,1218.5851,-850.99304,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Gate,Destroyed,1218.6302,-851.1024,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Gate,West Gate,1218.0781,-677.0816,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Gate,Destroyed,1218.0521,-677.1215,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Gate,East Gate,352.00348,-901.0434,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Gate,Destroyed,411.3854,-833.7969,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Gate,Destroyed,352.00348,-901.0434,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Gate,West Gate,351.6684,-764.71704,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Gate,Destroyed,351.6684,-764.71704,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Gate,Front Gate,411.3854,-833.7969,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Keep,Uncontrolled,347.7604,-831.559,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Keep,Alliance Controlled,347.7604,-831.559,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Keep,In Conflict,347.7604,-831.559,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Keep,In Conflict,347.7604,-831.559,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Alliance Keep,Horde Controlled,347.7604,-831.559,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Keep,Horde Controlled,1212.8923,-765.4184,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Keep,Alliance Controlled,1212.8923,-765.4184,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Keep,In Conflict,1212.8923,-765.4184,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Keep,In Conflict,1212.8923,-765.4184,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Horde Keep,Uncontrolled,1212.8923,-765.4184,628,Isle of Conquest,Isle of Conquest,AreaPOI (Points of Interest table)
Stoneward Prison,Alliance Controlled,1978.74,829.606,728,The Battle for Gilneas (Old City Map),Eye of the Storm,AreaPOI (Points of Interest table)
Stoneward Prison,In Conflict,1978.94,829.552,728,The Battle for Gilneas (Old City Map),Eye of the Storm,AreaPOI (Points of Interest table)
Stoneward Prison,In Conflict,1978.88,829.538,728,The Battle for Gilneas (Old City Map),Eye of the Storm,AreaPOI (Points of Interest table)
Stoneward Prison,Horde Controlled,1979.11,830.01,728,The Battle for Gilneas (Old City Map),Eye of the Storm,AreaPOI (Points of Interest table)
Stoneward Prison,Uncontrolled,1976.22,828.076,728,The Battle for Gilneas (Old City Map),Eye of the Storm,AreaPOI (Points of Interest table)
Mines,,1249.625,958.7483,761,The Battle for Gilneas,The Battle for Gilneas,AreaPOI (Points of Interest table)
Waterworks,,980.462,948.932,761,The Battle for Gilneas,The Battle for Gilneas,AreaPOI (Points of Interest table)
Lighthouse,,1057.2882,1278.1736,761,The Battle for Gilneas,The Battle for Gilneas,AreaPOI (Points of Interest table)
Trade District,,-8839.79,614.043,0,Eastern Kingdoms,Stormwind City,AreaPOI (Points of Interest table)
Old Town,,-8722.51,417.172,0,Eastern Kingdoms,Stormwind City,AreaPOI (Points of Interest table)
The Dwarven District,,-8444.19,595.262,0,Eastern Kingdoms,Stormwind City,AreaPOI (Points of Interest table)
Cathedral Square,,-8635.6,795.168,0,Eastern Kingdoms,Stormwind City,AreaPOI (Points of Interest table)
Lion's Rest,,-8756.01,1106.16,0,Eastern Kingdoms,Stormwind City,AreaPOI (Points of Interest table)
The Mage Quarter,,-8979.6,874.806,0,Eastern Kingdoms,Stormwind City,AreaPOI (Points of Interest table)
Stormwind Harbor,,-8503.96,1011.85,0,Eastern Kingdoms,Stormwind City,AreaPOI (Points of Interest table)
Elder Rise,,-1072.98,-281.852,1,Kalimdor,Thunder Bluff,AreaPOI (Points of Interest table)
Hunter Rise,,-1457.86,-88.8611,1,Kalimdor,Thunder Bluff,AreaPOI (Points of Interest table)
Spirit Rise,,-974.498,283.786,1,Kalimdor,Thunder Bluff,AreaPOI (Points of Interest table)
Pools of Vision,,-1058.27,194.363,1,Kalimdor,Thunder Bluff,AreaPOI (Points of Interest table)
Thunder Bluff,,-1197.69,30.8854,1,Kalimdor,Thunder Bluff,AreaPOI (Points of Interest table)
Ironclad Garrison,Alliance Controlled,-914.184,979.191,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Ironclad Garrison,Horde Controlled,-914.184,979.191,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Ironclad Garrison,In Conflict,-914.184,979.191,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Ironclad Garrison,In Conflict,-914.184,979.191,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Warden's Vigil,Alliance Controlled,-1496.24,1312.83,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Warden's Vigil,Horde Controlled,-1496.24,1312.83,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Warden's Vigil,In Conflict,-1496.24,1312.83,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Warden's Vigil,In Conflict,-1496.24,1312.83,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Slagworks,Alliance Controlled,-1436.89,685.561,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Slagworks,Horde Controlled,-1436.89,685.561,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Slagworks,In Conflict,-1436.89,685.561,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Slagworks,In Conflict,-1436.89,685.561,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
West Spire,Alliance Controlled,-950.056,1469.46,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
West Spire,Horde Controlled,-950.056,1469.46,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
West Spire,"Horde Controlled, Damaged",-950.056,1469.46,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
West Spire,"Alliance Controlled, Damaged",-950.056,1469.46,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
West Spire,Damaged,-950.056,1469.46,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
West Spire,Destroyed,-950.056,1469.46,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
West Spire,Uncontrolled,-950.056,1469.46,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
East Spire,Uncontrolled,-1012.88,530.448,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
East Spire,Destroyed,-1012.88,530.448,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
East Spire,Damaged,-1012.88,530.448,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
East Spire,Alliance Controlled,-1012.88,530.448,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
East Spire,"Alliance Controlled, Damaged",-1012.88,530.448,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
East Spire,Horde Controlled,-1012.88,530.448,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
East Spire,"Horde Controlled, Damaged",-1012.88,530.448,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
South Spire,Uncontrolled,-1618.03,953.585,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
South Spire,Damaged,-1618.03,953.585,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
South Spire,Destroyed,-1618.03,953.585,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
South Spire,Alliance Controlled,-1618.03,953.585,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
South Spire,"Alliance Controlled, Damaged",-1618.03,953.585,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
South Spire,Horde Controlled,-1618.03,953.585,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
South Spire,"Horde Controlled, Damaged",-1618.03,953.585,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Hall of Explorers,,-4703.6,-1217.26,0,Eastern Kingdoms,Ironforge,AreaPOI (Points of Interest table)
Mystic Ward,,-4645.04,-944.885,0,Eastern Kingdoms,Ironforge,AreaPOI (Points of Interest table)
The Commons,,-4930.1,-943.351,0,Eastern Kingdoms,Ironforge,AreaPOI (Points of Interest table)
The Forlorn Cavern,,-4639.32,-1098.48,0,Eastern Kingdoms,Ironforge,AreaPOI (Points of Interest table)
The Great Forge,,-4818.28,-1090.15,0,Eastern Kingdoms,Ironforge,AreaPOI (Points of Interest table)
The Military Ward,,-4983.07,-1220.4,0,Eastern Kingdoms,Ironforge,AreaPOI (Points of Interest table)
The Cleft of Shadow,,1773.42,-4336.81,1,Kalimdor,Orgrimmar,AreaPOI (Points of Interest table)
The Drag,,1841.67,-4519.81,1,Kalimdor,Orgrimmar,AreaPOI (Points of Interest table)
Baradin Hold,Alliance Controlled,-1292.11,980.354,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
Baradin Hold,Horde Controlled,-1292.11,980.354,732,Tol Barad,Tol Barad,AreaPOI (Points of Interest table)
The Goblim Slums,,1581.96,-4204.51,1,Kalimdor,Orgrimmar,AreaPOI (Points of Interest table)
New Kargath,,-6764.0103,-2433.2847,0,Eastern Kingdoms,Badlands,AreaPOI (Points of Interest table)
Dragon's Mouth,,-7011.733,-2554.184,0,Eastern Kingdoms,Badlands,AreaPOI (Points of Interest table)
Fuselight,,-6615.3384,-3892.4758,0,Eastern Kingdoms,Badlands,AreaPOI (Points of Interest table)
Nethergarde Keep,,-10994.636,-3435.7952,0,Eastern Kingdoms,Blasted Lands,AreaPOI (Points of Interest table)
Dreadmaul Hold,,-10930.781,-2728.7883,0,Eastern Kingdoms,Blasted Lands,AreaPOI (Points of Interest table)
Surwich,,-12706.021,-2873.4307,0,Eastern Kingdoms,Blasted Lands,AreaPOI (Points of Interest table)
Light's Hope Chapel,,2302.9758,-5341.2954,0,Eastern Kingdoms,Eastern Plaguelands,AreaPOI (Points of Interest table)
Eastvale Logging Camp,,-9478.264,-1290.3802,0,Eastern Kingdoms,Elwynn Forest,AreaPOI (Points of Interest table)
Farstrider Lodge,,-5656.009,-4274.7485,0,Eastern Kingdoms,Loch Modan,AreaPOI (Points of Interest table)
Fort Livingston,,-12836.271,-425.6736,0,Eastern Kingdoms,Northern Stranglethorn,AreaPOI (Points of Interest table)
Iron Summit,,-7095.238,-1202.0521,0,Eastern Kingdoms,Searing Gorge,AreaPOI (Points of Interest table)
Forsaken Rear Guard,,1065.5104,1559.382,0,Eastern Kingdoms,Silverpine Forest,AreaPOI (Points of Interest table)
Bogpaddle,,-9767.96,-3912.948,0,Eastern Kingdoms,Swamp of Sorrows,AreaPOI (Points of Interest table)
The Harborage,,-10110.455,-2804.2605,0,Eastern Kingdoms,Swamp of Sorrows,AreaPOI (Points of Interest table)
Hardwrench Hideaway,,-13272.816,728.36633,0,Eastern Kingdoms,Northern Stranglethorn,AreaPOI (Points of Interest table)
Hiri'watha Research Station,,-25.463541,-2815.5,0,Eastern Kingdoms,The Hinterlands,AreaPOI (Points of Interest table)
Stormfeather Outpost,,340.6684,-4128.1284,0,Eastern Kingdoms,The Hinterlands,AreaPOI (Points of Interest table)
The Bulwark,,1712.1754,-751.52954,0,Eastern Kingdoms,Tirisfal Glades,AreaPOI (Points of Interest table)
Dragonmaw Port,,-4013.1458,-6417.5728,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
Highbank,,-4812.7085,-6678.2915,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
Firebeard's Patrol,,-4186.21,-5608.1616,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
Bloodgulch,,-3663.5278,-5303.932,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
The Krazzworks,,-2743.804,-6410.026,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
Kirthaven,,-2769.2258,-5333.9443,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
Thundermar,,-3201.3176,-5029.646,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
Victor's Point,,-4194.932,-4724.7446,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
Crushblow,,-4840.4946,-4821.4985,0,Eastern Kingdoms,Twilight Highlands,AreaPOI (Points of Interest table)
Deepmist Grotto,,-5132.0415,3282.9062,0,Eastern Kingdoms,Vashj'ir,AreaPOI (Points of Interest table)
Silver Tide Hollow,,-6116.9775,4294.889,0,Eastern Kingdoms,Vashj'ir,AreaPOI (Points of Interest table)
Tranquil Wash,,-6608.521,4285.433,0,Eastern Kingdoms,Vashj'ir,AreaPOI (Points of Interest table)
Legion's Rest,,-6778.962,4193.5254,0,Eastern Kingdoms,Vashj'ir,AreaPOI (Points of Interest table)
Darkbreak Cove,,-6876.415,6009.471,0,Eastern Kingdoms,Vashj'ir,AreaPOI (Points of Interest table)
Tenebrous Cavern,,-6549.0312,6126.4087,0,Eastern Kingdoms,Vashj'ir,AreaPOI (Points of Interest table)
Andorhal,,1537.4791,-1596.3403,0,Eastern Kingdoms,Western Plaguelands,AreaPOI (Points of Interest table)
Swiftgear Station,,-2871.9949,-1493.7709,0,Eastern Kingdoms,Wetlands,AreaPOI (Points of Interest table)
Greenwarden's Grove,,-3280.6667,-2752.481,0,Eastern Kingdoms,Wetlands,AreaPOI (Points of Interest table)
Keel Harbor,,-1380.6892,2126.2847,0,Eastern Kingdoms,Gilneas,AreaPOI (Points of Interest table)
Hellscream's Watch,,3015.7708,-514.8507,1,Kalimdor,Ashenvale,AreaPOI (Points of Interest table)
Bilgewater Harbor,,3511.2004,-6549.8384,1,Kalimdor,Azshara,AreaPOI (Points of Interest table)
Lor'danel,,7415.803,-272.47397,1,Kalimdor,Darkshore,AreaPOI (Points of Interest table)
Karnum's Glade,,-977.8316,1640.6875,1,Kalimdor,Desolace,AreaPOI (Points of Interest table)
Whisperwind Grove,,6089.463,-871.80206,1,Kalimdor,Felwood,AreaPOI (Points of Interest table)
Talonbranch Glade,,6197.8647,-1931.3473,1,Kalimdor,Felwood,AreaPOI (Points of Interest table)
Camp Ataya,,-3077.5295,2573.9878,1,Kalimdor,Feralas,AreaPOI (Points of Interest table)
Stonemaul Hold,,-4573.4395,1832.9601,1,Kalimdor,Feralas,AreaPOI (Points of Interest table)
Dreamer's Rest,,-3168.9688,1909.2726,1,Kalimdor,Feralas,AreaPOI (Points of Interest table)
Nordrassil,,5523.9375,-3609.8665,1,Kalimdor,Mount Hyjal,AreaPOI (Points of Interest table)
Grove of Aessina,,5136.8335,-1755.382,1,Kalimdor,Mount Hyjal,AreaPOI (Points of Interest table)
Shrine of Aviana,,4919.508,-2727.566,1,Kalimdor,Mount Hyjal,AreaPOI (Points of Interest table)
Nozzlepot's Outpost,,1169.868,-3390.9758,1,Kalimdor,Northern Barrens,AreaPOI (Points of Interest table)
Hunter's Hill,,-789.2674,-1568.9861,1,Kalimdor,Southern Barrens,AreaPOI (Points of Interest table)
Honor's Stand,,-442.16495,-1475.0798,1,Kalimdor,Southern Barrens,AreaPOI (Points of Interest table)
Northwatch Hold,,-2171.9097,-3632.0435,1,Kalimdor,Southern Barrens,AreaPOI (Points of Interest table)
Desolation Hold,,-3253.8247,-1725.4375,1,Kalimdor,Southern Barrens,AreaPOI (Points of Interest table)
Fort Triumph,,-3146.6494,-2280.6233,1,Kalimdor,Southern Barrens,AreaPOI (Points of Interest table)
Krom'gar Fortress,,902.5382,3.7708333,1,Kalimdor,Stonetalon Mountains,AreaPOI (Points of Interest table)
Windshear Hold,,1202.0035,443.18402,1,Kalimdor,Stonetalon Mountains,AreaPOI (Points of Interest table)
Farwatcher's Glen,,1025.5192,2003.1163,1,Kalimdor,Stonetalon Mountains,AreaPOI (Points of Interest table)
Thal'darah Overlook,,2127.559,1592.0452,1,Kalimdor,Stonetalon Mountains,AreaPOI (Points of Interest table)
Bootlegger Outpost,,-8670.891,-4065.6284,1,Kalimdor,Tanaris,AreaPOI (Points of Interest table)
Fizzle and Pozzik's Speedbarge,,-6126.9097,-3852.3403,1,Kalimdor,Thousand Needles,AreaPOI (Points of Interest table)
Ramkahen,,-9440.91,-958.63544,1,Kalimdor,Uldum,AreaPOI (Points of Interest table)
Oasis of Vir'sar,,-8340.511,788.28644,1,Kalimdor,Uldum,AreaPOI (Points of Interest table)
Schnottz's Landing,,-10676.896,1052.0955,1,Kalimdor,Uldum,AreaPOI (Points of Interest table)
Marshal's Stand,,-7504.5645,-1503.8785,1,Kalimdor,Un'Goro Crater,AreaPOI (Points of Interest table)
Chiselgrip,,-7924.009,-1918.4254,0,Eastern Kingdoms,Burning Steppes,AreaPOI (Points of Interest table)
Smuggler's Scar,,-4635.432,3535.1675,0,Eastern Kingdoms,Kelp'thar Forest,AreaPOI (Points of Interest table)
Blood Elf Tower,,2048.4219,1394.0469,968,Rated Eye of the Storm,Eye of the Storm,AreaPOI (Points of Interest table)
Fel Reaver Ruins,,2043.8298,1730.0278,968,Rated Eye of the Storm,Eye of the Storm,AreaPOI (Points of Interest table)
Mage Tower,,2284.9028,1731.5399,968,Rated Eye of the Storm,Eye of the Storm,AreaPOI (Points of Interest table)
Draenei Ruins,,2286.5676,1402.5035,968,Rated Eye of the Storm,Eye of the Storm,AreaPOI (Points of Interest table)
Darkmoon Faire,,-9548.009,90.97396,0,Eastern Kingdoms,Elwynn Forest,AreaPOI (Points of Interest table)
Darkmoon Faire,,-1524.8507,176.76216,1,Kalimdor,Mulgore,AreaPOI (Points of Interest table)
Portal 1,CoT Well of Eternity - Portal 1,3289.2205,-4993.1997,939,Well of Eternity,Courtyard of Lights,AreaPOI (Points of Interest table)
Portal 2,CoT Well of Eternity - Portal 2,3452.3125,-4880.193,939,Well of Eternity,Courtyard of Lights,AreaPOI (Points of Interest table)
Portal 3,CoT Well of Eternity - Portal 3,3478.842,-4851.0156,939,Well of Eternity,Courtyard of Lights,AreaPOI (Points of Interest table)
Power Orb,Uncontrolled,1716.89,1249.9,998,Temple of Kotmogu,,AreaPOI (Points of Interest table)
Power Orb,Uncontrolled,1850.26,1416.84,998,Temple of Kotmogu,,AreaPOI (Points of Interest table)
Power Orb,Uncontrolled,1850.24,1250.28,998,Temple of Kotmogu,,AreaPOI (Points of Interest table)
Power Orb,Uncontrolled,1716.79,1416.74,998,Temple of Kotmogu,,AreaPOI (Points of Interest table)
Temple of the White Tiger,,3821.9062,537.47394,870,Pandaria,Kun-Lai Summit,AreaPOI (Points of Interest table)
Eye of the Storm Flag,Not Controlled,2174.4497,1569.4983,968,Rated Eye of the Storm,Eye of the Storm,AreaPOI (Points of Interest table)
Klaxxi'vess Alchemy,,156.88368,3162.639,870,Pandaria,Klaxxi'vess,AreaPOI (Points of Interest table)
Seat of Knowledge Archaeology,,1421.0555,364.27432,870,Pandaria,Seat of Knowledge,AreaPOI (Points of Interest table)
Setting Sun Garrison Blacksmith,,726.54865,1928.2812,870,Pandaria,Setting Sun Garrison,AreaPOI (Points of Interest table)
Halfhill Cooking,,-256.1441,611.6059,870,Pandaria,The Halfhill Market,AreaPOI (Points of Interest table)
Dawn's Blossom Enchanting,,1656.757,-1817.5156,870,Pandaria,Dawn's Blossom,AreaPOI (Points of Interest table)
Nesingwary's Safari Engineering,,-1079.4827,2048.7065,870,Pandaria,Nesingwary's Safari,AreaPOI (Points of Interest table)
Nesingwary's Safari Skinning,,-1078.0973,2054.2673,870,Pandaria,Nesingwary Safari,AreaPOI (Points of Interest table)
Anglers Wharf Fishing,,-1469.7344,-261.86807,870,Pandaria,Anglers Wharf,AreaPOI (Points of Interest table)
Seat of Knowledge Inscription,,1464.6736,406.39062,870,Pandaria,Seat of Knowledge,AreaPOI (Points of Interest table)
Greenstone Village Jewelcrafting,,2025.5712,-1905.2101,870,Pandaria,Greenstone Village,AreaPOI (Points of Interest table)
Greenstone Quarry Mining,,2283.7153,-1764.8073,870,Pandaria,Greenstone Quarry,AreaPOI (Points of Interest table)
Silken Fields Tailoring,,-466.42883,219.73264,870,Pandaria,Silken Fields,AreaPOI (Points of Interest table)
The Grummle Bazaar Leatherworking,,3079.2935,793.36456,870,Pandaria,The Grummle Bazaar,AreaPOI (Points of Interest table)
Serpent's Spine Alliance Conquest Quartermasters,,200.55556,2203.1355,870,Pandaria,Serpent's Spine,AreaPOI (Points of Interest table)
Gate of the Setting Sun Honor Quartermaster,,894.033,2324.6545,870,Pandaria,Gate of the Setting Sun,AreaPOI (Points of Interest table)
Valor & Justice Quartermaster,,2084.592,4903.283,870,Pandaria,Niuzao Temple,AreaPOI (Points of Interest table)
Niuzao Temple Justice Quartermaster,,2083.9705,4900.0176,870,Pandaria,Niuzao Temple,AreaPOI (Points of Interest table)
Anglers Wharf Anglers Quartermaster,,-1469.9913,-260.47397,870,Pandaria,Anglers Wharf,AreaPOI (Points of Interest table)
Stormstout Brewery Brewmasters Quartermaster,,-695.30554,1253.743,870,Pandaria,Stormstout Brewery,AreaPOI (Points of Interest table)
Mogu'shan Palace Golden Lotus Quartermaster - Alliance,,888.40625,346.85245,870,Pandaria,Mogu'shan Palace,AreaPOI (Points of Interest table)
Klaxxi'vess Klaxxi Quartermaster,,149.92361,3193.0112,870,Pandaria,Klaxxi'vess,AreaPOI (Points of Interest table)
Seat of Knowledge Lorewalkers Quartermaster,,1453.3611,405.46875,870,Pandaria,Seat of Knowledge,AreaPOI (Points of Interest table)
Halfhill Tillers Quartermaster,,-258.21875,599.3455,870,Pandaria,Halfhill,AreaPOI (Points of Interest table)
Shrine of Seven Stars Flight Trainer,,911.73267,348.4757,870,Pandaria,Shrine of Seven Stars,AreaPOI (Points of Interest table)
Halfhill Herbalism,,-246.35938,570.88544,870,Pandaria,Halfhill,AreaPOI (Points of Interest table)
Shado-Pan Garrison Quartermaster,,1856.3403,4274.068,870,Pandaria,Shado-Pan Garrison,AreaPOI (Points of Interest table)
Conquest & Honor Quartermaster,,200.55556,2203.1355,870,Pandaria,Serpent's Spine,AreaPOI (Points of Interest table)
Serpent's Spine Horde Conquest Quartermasters,,2141.6477,2620.6885,870,Pandaria,Serpent's Spine,AreaPOI (Points of Interest table)
Conquest & Honor Quartermaster,,2141.6477,2620.6885,870,Pandaria,Gate of the Setting Sun,AreaPOI (Points of Interest table)
The Arboretum Order of the Cloud Serpent Quartermaster,,1461.1666,-2498.7969,870,Pandaria,The Arboretum,AreaPOI (Points of Interest table)
Domination Point Graveyard,Horde Controlled,-1964.7795,2282.3542,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
Domination Point Graveyard,Alliance Controlled,-1964.8733,2282.3855,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
Domination Point Tower,Horde Controlled,-2183.4705,2331.5676,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
Domination Point Tower,Alliance Controlled,-2183.4324,2331.54,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
Lion's Landing Graveyard,Horde Controlled,-773.4149,-1033.6111,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
Lion's Landing Graveyard,Alliance Controlled,-773.40106,-1033.5625,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
Lion's Landing Tower,Horde Controlled,-881.5399,-769.26215,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
Lion's Landing Tower,Alliance Controlled,-881.5399,-769.3108,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
Elder Adler,,-1292.8281,1513.9531,1104,A Little Patience,Krasarang Wilds,AreaPOI (Points of Interest table)
Rosey Axlerod,,-1188.4305,1147.7413,1104,A Little Patience,Krasarang Wilds,AreaPOI (Points of Interest table)
Duff McStrum,,-1175.6788,1210.5573,1104,A Little Patience,Krasarang Wilds,AreaPOI (Points of Interest table)
Blacksand Oilfield,Horde Controlled,-2116.4565,1768.3507,870,Pandaria,Krasarang Wilds,AreaPOI (Points of Interest table)
